doc_id,name,relative_path,size_bytes,page_count,pdf_has_text,needs_ocr,document_type_guess,year_guess,language_guess,doi_guess,standard_code_guess,title_guess,sha256,text_probe_error
384ee2b5509b70bf,Foreign-object damage and high-cycle fatigue_ role of microstructure in Ti–6Al–4V.pdf,Foreign-object damage and high-cycle fatigue_ role of microstructure in Ti–6Al–4V.pdf,840316,9,True,False,journal_or_report,2001,en,,,Foreign-object damage and high-cycle fatigue_ role of microstructure in Ti–6Al–4V,384ee2b5509b70bf8d6a1af0c9e6fec74e57759af8d072e14ae1dbe3175169da,
e7f812b4f61fd42d,Formation and coarsening of a nanodispersed microstructure in melt spun Al–Ni–Zr alloy.pdf,Formation and coarsening of a nanodispersed microstructure in melt spun Al–Ni–Zr alloy.pdf,3936028,10,True,False,journal_or_report,1998,en,,,Formation and coarsening of a nanodispersed microstructure in melt spun Al–Ni–Zr alloy,e7f812b4f61fd42d21df3b70d3ce5622078d3665fc2cde729a3e0c6f29ca2d47,
dfc7628ddc28a92a,Formation Mec...Gd-Y-Sb Alloy_黄元春.pdf,Formation Mec...Gd-Y-Sb Alloy_黄元春.pdf,1386574,7,True,False,journal_or_report,,en,10.1007/s11595-021-2405-y,,Formation Mec...Gd-Y-Sb Alloy_黄元春,dfc7628ddc28a92a77eadcd8d8f739d47cfa2fc27c0ebb38b02c0b5af7aa5da2,
18e123338e7ee190,Formation of a nanostructured CrN layer on nitrided tool steel by.pdf,Formation of a nanostructured CrN layer on nitrided tool steel by.pdf,439149,4,True,False,journal_or_report,2008,en,,,Formation of a nanostructured CrN layer on nitrided tool steel by,18e123338e7ee1909d38f2c7a6fa676fe2a061126caa6803fd6e75adbfa2b318,
819100d32eea642a,G B T 1231-2024【高清版】.pdf,G B T 1231-2024【高清版】.pdf,11515032,27,False,True,journal_or_report,2024,en,,,G B T 1231-2024【高清版】,819100d32eea642ab39fcbab5a11358ce5d229251d7c9c23f6f928c8b1b41299,
137e71b343d098da,GA 141-2010 警用防弹衣.pdf,GA 141-2010 警用防弹衣.pdf,7661250,28,False,True,standard,2010,zh,,GA141-2010,GA 141-2010 警用防弹衣,137e71b343d098dad6d160cd26bf7ed48f537307fde1b1498b112c39a544c33e,
841ddad9b3f39b76,GA 247-2000 监所周界高压电网装置.pdf,GA 247-2000 监所周界高压电网装置.pdf,9443393,14,False,True,standard,2000,zh,,GA247-2000,GA 247-2000 监所周界高压电网装置,841ddad9b3f39b76d3694a923b225d9185efb80d905e827d6d5876a9c8ed083a,
004b6f7aad00deb7,GA 293-2012 警用防弹头盔及面罩.pdf,GA 293-2012 警用防弹头盔及面罩.pdf,8079180,32,False,True,standard,2012,zh,,GA293-2012,GA 293-2012 警用防弹头盔及面罩,004b6f7aad00deb7900a4b9dbf5f6fdb608688f30aef98990054edac81a92d76,
90fd4a8b0e8bfc85,GA 68-2024 警用防刺服.pdf,GA 68-2024 警用防刺服.pdf,7342545,26,False,True,standard,2024,zh,,GA68-2024,GA 68-2024 警用防刺服,90fd4a8b0e8bfc856dcf0984760bb455ecbee50cad61ae21ba83f4d1dc6b3bfa,
a0b29b0307890c54,GA164-2018 专用运钞车防护技术要求.pdf,GA164-2018 专用运钞车防护技术要求.pdf,2823067,13,False,True,journal_or_report,2018,zh,,GA164-2018,GA164-2018 专用运钞车防护技术要求,a0b29b0307890c5439f23f5f7c4bdad0447ad3a059e879fe86dd1a39fa0a691e,
239012641c554788,GaInSn液态金属球形J...马达的制备及运动机理的研究_刘青.pdf,GaInSn液态金属球形J...马达的制备及运动机理的研究_刘青.pdf,4289044,67,True,False,journal_or_report,2019,zh,,,GaInSn液态金属球形J...马达的制备及运动机理的研究_刘青,239012641c554788fb5a536744a5cdadd8c76e4387271879768cf7495dea8c5d,
565a85c9b7935148,Galvanic corrosion couple-induced Marangoni flow of liquid metal.pdf,Galvanic corrosion couple-induced Marangoni flow of liquid metal.pdf,3893097,6,True,False,journal_or_report,2017,en,10.1039/c7sm00071e,GALVANIC,Galvanic corrosion couple-induced Marangoni flow of liquid metal,565a85c9b793514871898dfbb54ca1f4e922e0723de50a14b03fb714fa88dbac,
18ab8d54d6d0301b,GAO2012_Article_GrainRefinementOfAZ31Magnesium.pdf,GAO2012_Article_GrainRefinementOfAZ31Magnesium.pdf,594686,5,True,False,journal_or_report,2012,en,,,GAO2012_Article_GrainRefinementOfAZ31Magnesium,18ab8d54d6d0301bfc9d83a07d97f8286d2e2da0cf80290ad9082ff9ba366e4a,
9a79d12b5625c522,Gao2018_Article_NumericalModelingOfEBCHMForLar.pdf,Gao2018_Article_NumericalModelingOfEBCHMForLar.pdf,2348927,9,True,False,journal_or_report,2018,en,10.1007/s11837-018-3048-0,,Gao2018_Article_NumericalModelingOfEBCHMForLar,9a79d12b5625c5226c691eb5e0fcbf82ca489245d01703e229977576fb0f71ae,
5169914f9af5f821,Ga对6063铝合金力学性能及电阻率的影响_林金平.pdf,Ga对6063铝合金力学性能及电阻率的影响_林金平.pdf,570046,4,True,False,journal_or_report,,en,,,Ga对6063铝合金力学性能及电阻率的影响_林金平,5169914f9af5f821b2e3586c210031f1d41e2d52ad456dfe01a258e5ae0581ab,
d49bfd3b4a354a7b,GB 1389B-2022 系统电磁环境效应要求.pdf,GB 1389B-2022 系统电磁环境效应要求.pdf,4649960,24,False,True,standard,2022,zh,,GB1389B-2022,GB 1389B-2022 系统电磁环境效应要求,d49bfd3b4a354a7be71cddfd6169df93bdc542b0f1f314d5b3a5ad21b9278b77,
1120d99085e7f5c0,GB 1499.1-2024.pdf,GB 1499.1-2024.pdf,3974061,13,False,True,standard,2024,en,,GB1499.1-2024,GB 1499.1-2024,1120d99085e7f5c0982fe4f1a6f29e1c3989a96d7c407d1a5be9df3e546f3ac6,
f42d99a46972f5db,GB 1499.2-2024（正版）.pdf,GB 1499.2-2024（正版）.pdf,12712489,20,False,True,standard,2024,en,,GB1499.2-2024,GB 1499.2-2024（正版）,f42d99a46972f5dbde12b9ce204f1468bd4d73ce7bb1bd96a9c5aff66672af12,
c475c16dcc6d8714,GB 150-2011压力容器.pdf,GB 150-2011压力容器.pdf,9520327,339,True,False,standard,2011,zh,,GB150,GB 150-2011压力容器,c475c16dcc6d8714c6dd7c05ef88181d06d06ccdf327adea04bd48ccd3be2117,
16944d5065ff52d7,GB 1710A-2025 试制和生产准备状态检查（正式版可搜索）.pdf,GB 1710A-2025 试制和生产准备状态检查（正式版可搜索）.pdf,5311125,14,False,True,standard,2025,zh,,GB1710A-2025,GB 1710A-2025 试制和生产准备状态检查（正式版可搜索）,16944d5065ff52d718d76d6e9294a7bb0c4e25a2c0b0760d343eeeda240b62ca,
8df04c47508a30fe,GB 3489_硬质合金 孔隙度和非化合碳的金相测定.pdf,GB 3489_硬质合金 孔隙度和非化合碳的金相测定.pdf,3663976,9,False,True,standard,,zh,,,GB 3489_硬质合金 孔隙度和非化合碳的金相测定,8df04c47508a30fe1c65f21283eb39224d84e97ea1a0d677ef83c58b987aa455,
353d635f48bee2f0,GB_T 5080.7-1986.pdf,GB_T 5080.7-1986.pdf,3866175,31,False,True,standard,1986,en,,GB_T5080,GB_T 5080.7-1986,353d635f48bee2f05495d178894a8a8774fa628336600c8fe1c27e770f35b859,
b521a9d6128e4413,GB_T 5100-2020 钢质焊接气瓶.pdf,GB_T 5100-2020 钢质焊接气瓶.pdf,7995490,35,False,True,standard,2020,zh,,GB_T5100,GB_T 5100-2020 钢质焊接气瓶,b521a9d6128e44137a282235620997ad359e0c67e4bef33ca78179a3761dd2f5,
fe1c9370ff4d1848,GB_T 5153-2016.pdf,GB_T 5153-2016.pdf,3954162,11,False,True,standard,2016,en,,GB_T5153,GB_T 5153-2016,fe1c9370ff4d1848e3c2da1d14a456854d12eb019fb536cbf0cbf0bf83f96ad5,
9339eb9f73f77eeb,GB_T 5168-2020 钛及钛合金高低倍组织检验方法.pdf,GB_T 5168-2020 钛及钛合金高低倍组织检验方法.pdf,6658141,31,False,True,standard,2020,zh,,GB_T5168,GB_T 5168-2020 钛及钛合金高低倍组织检验方法,9339eb9f73f77eeb01868d0f3a2613512e79b60bc5c38d82eb42d0f3e07b78e4,
db9d41696f1684e4,GB_T 5231-2022.pdf,GB_T 5231-2022.pdf,4960752,30,False,True,standard,2022,en,,GB_T5231,GB_T 5231-2022,db9d41696f1684e46bdc1014c91c19c45a6c9b0fd059f9a13c5b75080e5dc38a,
eb59d255f8a6d5b1,GB_T 5270-2024 金属基体上的金属覆盖层 电沉积和化学沉积层 附着强度试验方法评述.pdf,GB_T 5270-2024 金属基体上的金属覆盖层 电沉积和化学沉积层 附着强度试验方法评述.pdf,5524498,20,False,True,standard,2024,zh,,GB_T5270,GB_T 5270-2024 金属基体上的金属覆盖层 电沉积和化学沉积层 附着强度试验方法评述,eb59d255f8a6d5b19f3b32571b910650d1e96b50d27769b7a948bdc501314ff0,
7e4fa2ee1b7c9c9d,GB_T 5293-2018(1).pdf,GB_T 5293-2018(1).pdf,4791934,23,False,True,standard,2018,en,,GB_T5293,GB_T 5293-2018(1),7e4fa2ee1b7c9c9d9fec83caa1909499301da1e1858c1ece4bbec4b538da7521,
207241448c518095,GB_T 5293-2018.pdf,GB_T 5293-2018.pdf,4791934,23,False,True,standard,2018,en,,GB_T5293,GB_T 5293-2018,207241448c518095ed14541837c9f4fcafd55e281b0ad7de11431343f7fb292b,
0cc328d86bb0aeee,一种以微纳米铝热剂为材料的含能药型罩.pdf,一种以微纳米铝热剂为材料的含能药型罩.pdf,571289,9,False,True,patent,,zh,,,一种以微纳米铝热剂为材料的含能药型罩,0cc328d86bb0aeee72c85fac77565847fffc267ae1f5f3b2397ffe80dd690e59,
3eca0774fd99c8d2,一种医疗钛合金接骨板清洗装置.pdf,一种医疗钛合金接骨板清洗装置.pdf,2687136,22,True,False,patent,2022,zh,,,一种医疗钛合金接骨板清洗装置,3eca0774fd99c8d2582b08ae763ad106ce8d34e1cbf3b4ca6856b19990dcb583,
